gene_name	mag_id	e_value	gene_callers_id	length
Ribosomal_L14	WA_MAG_00024	1.4e-58	956226	369
Ribosomal_S8	WA_MAG_00024	4.6e-48	956230	393
Ribosomal_L6	WA_MAG_00024	3.7e-39	956231	534
SecY	WA_MAG_00024	5.1e-114	956236	1362
Ribosomal_S13	WA_MAG_00024	3.4e-35	956238	369
Ribosomal_S11	WA_MAG_00024	1.8e-50	956239	393
tRNA-synt_1d	WA_MAG_00024	2.5e-22	1512743	1419
RNA_pol_Rpb6	WA_MAG_00024	1.3e-15	348757	360
RNase_HII	WA_MAG_00025	2.3e-45	5924	567
TruD	WA_MAG_00025	1.5e-65	184485	1047
Ribosomal_S7	WA_MAG_00025	7.8e-22	542024	171
Ribosomal_S7	WA_MAG_00025	6.2e-41	542025	297
Ribosom_S12_S23	WA_MAG_00025	4.8e-45	542026	342
AdoHcyase	WA_MAG_00025	9.6e-158	1078441	1404
NDK	WA_MAG_00025	3.7e-56	374672	429
TIM	WA_MAG_00025	4.9e-81	732569	621
Ham1p_like	WA_MAG_00025	5.3e-63	31596	597
tRNA-synt_His	WA_MAG_00025	2.8e-105	913531	903
Ribosomal_L1	WA_MAG_00025	9.3e-55	918808	699
Ribosomal_S11	WA_MAG_00025	2.8e-53	1453552	381
Ribosomal_S13	WA_MAG_00025	8.6e-34	1453553	357
SecY	WA_MAG_00025	2.6e-119	1453554	1338
Ribosomal_L6	WA_MAG_00025	1.8e-41	1453559	534
Ribosomal_S8	WA_MAG_00025	2.1e-50	1453560	396
Ribosomal_L14	WA_MAG_00025	4.2e-56	1453564	369
Ribosomal_S17	WA_MAG_00025	6.6e-35	1453565	264
Ribosomal_L29	WA_MAG_00025	1.4e-23	1453566	201
Ribosomal_L16	WA_MAG_00025	1.9e-49	1453567	414
Ribosomal_L22	WA_MAG_00025	1.1e-32	1453569	333
Ribosomal_S19	WA_MAG_00025	2.7e-37	1453570	276
Ribosomal_L23	WA_MAG_00025	7.4e-34	1453572	297
Ribosomal_L4	WA_MAG_00025	5.2e-55	1453573	600
Ribosomal_L3	WA_MAG_00025	4.3e-16	1453574	651
RNase_HII	WA_MAG_00025	1.9e-46	750588	567
Ribosom_S12_S23	WA_MAG_00025	7.7e-20	232147	171
tRNA-synt_1d	WA_MAG_00025	3.3e-10	421959	759
Ribosomal_S2	WA_MAG_00025	1.7e-73	75755	585
RNA_pol_Rpb6	WA_MAG_00025	7e-19	1138653	288
Ribosomal_S15	WA_MAG_00025	2.8e-37	90300	270
tRNA-synt_His	WA_MAG_00025	2.4e-24	622038	387
Adenylsucc_synt	WA_MAG_00025	5e-139	622039	936
tRNA-synt_1c	WA_MAG_00025	9.5e-90	297252	1293
tRNA-synt_1c	WA_MAG_00025	1.1e-109	297253	1461
AdoHcyase	WA_MAG_00025	3.5e-81	653794	432
TIM	WA_MAG_00025	2.5e-22	1728585	273
tRNA-synt_1c	WA_MAG_00026	9.9e-16	710954	561
NDK	WA_MAG_00026	1e-54	715092	423
RNase_HII	WA_MAG_00026	3.6e-34	1599381	702
Ribosomal_L6	WA_MAG_00026	1.2e-34	718455	534
Ribosomal_S8	WA_MAG_00026	1.1e-47	718456	399
Ribosomal_L14	WA_MAG_00026	5.5e-58	718460	369
Ribosomal_S17	WA_MAG_00026	7.1e-31	718461	243
Ribosomal_L29	WA_MAG_00026	1.1e-25	718462	219
Ribosomal_L16	WA_MAG_00026	3.2e-52	718463	420
Ribosomal_L22	WA_MAG_00026	7e-34	718465	381
Ribosomal_S19	WA_MAG_00026	1.3e-38	718466	276
Ribosomal_L23	WA_MAG_00026	4.1e-32	718468	327
Ribosomal_L4	WA_MAG_00026	7.4e-60	718469	618
Ribosomal_L3	WA_MAG_00026	3.2e-17	718470	819
tRNA-synt_His	WA_MAG_00026	4.1e-32	26517	975
AdoHcyase	WA_MAG_00026	6e-144	201636	1395
Ribosomal_S2	WA_MAG_00026	6e-90	27108	810
tRNA-synt_1c	WA_MAG_00026	1.5e-75	238471	1344
TIM	WA_MAG_00026	1.5e-79	1475655	789
Ribosomal_S2	WA_MAG_00026	7.8e-23	1481123	177
Ribosomal_S7	WA_MAG_00026	8e-62	778028	429
Ribosom_S12_S23	WA_MAG_00026	3.8e-46	778029	372
tRNA-synt_His	WA_MAG_00026	1.8e-73	99390	1230
Adenylsucc_synt	WA_MAG_00026	3e-109	99391	831
tRNA-synt_1c	WA_MAG_00026	2.3e-94	459758	1386
Ribosomal_L1	WA_MAG_00026	7.7e-55	1535505	690
Adenylsucc_synt	WA_MAG_00026	1.1e-107	135000	894
Ham1p_like	WA_MAG_00026	1.3e-60	1204719	609
Ribosomal_S9	WA_MAG_00026	1.4e-42	1211704	498
SecY	WA_MAG_00026	2.1e-110	1217325	1335
Ribosomal_S13	WA_MAG_00026	1.2e-35	1217327	369
Ribosomal_S11	WA_MAG_00026	1.1e-49	1217328	396
Ribosomal_S15	WA_MAG_00026	8.9e-36	865232	270
RNA_pol_Rpb6	WA_MAG_00026	6.6e-15	1753674	336
tRNA-synt_1c	WA_MAG_00027	1.1e-100	880257	1731
Ribosomal_S15	WA_MAG_00027	1.7e-38	720905	282
SecY	WA_MAG_00027	3e-89	1604124	1053
Ribosomal_L6	WA_MAG_00027	4.3e-44	1604129	540
Ribosomal_S8	WA_MAG_00027	2.4e-51	1604130	405
Ribosomal_L14	WA_MAG_00027	3.8e-58	1604134	369
Ribosomal_S17	WA_MAG_00027	3.4e-32	1604135	270
Ribosomal_L29	WA_MAG_00027	2.3e-22	1604136	225
Ribosomal_L16	WA_MAG_00027	8.9e-51	1604137	417
Ribosomal_L22	WA_MAG_00027	7.5e-35	1604139	633
Ribosomal_S19	WA_MAG_00027	5.7e-39	1604140	279
Ribosomal_L23	WA_MAG_00027	4.1e-33	1604142	291
Ribosomal_L4	WA_MAG_00027	9.8e-69	1604143	648
Ribosomal_L3	WA_MAG_00027	1.2e-19	1604144	639
NDK	WA_MAG_00027	3.2e-51	373436	411
Ribosomal_S2	WA_MAG_00027	7.3e-99	204294	1047
RNA_pol_Rpb6	WA_MAG_00027	8.3e-13	1262997	327
AdoHcyase	WA_MAG_00027	1e-146	1089461	1446
tRNA-synt_His	WA_MAG_00027	1.3e-44	745503	1266
SecY	WA_MAG_00027	3.7e-52	399673	612
Ribosomal_S13	WA_MAG_00027	1.4e-37	399676	369
Ribosomal_S11	WA_MAG_00027	4e-51	399677	399
Ribosomal_L13	WA_MAG_00027	1e-54	399683	456
Ribosomal_S9	WA_MAG_00027	1.3e-47	399684	393
Ham1p_like	WA_MAG_00027	8e-48	406384	603
RNase_HII	WA_MAG_00027	2.5e-33	1648604	753
Ribosomal_S15	WA_MAG_00027	6.3e-39	1299024	282
Ribosomal_L1	WA_MAG_00027	5.5e-49	258696	582
Ribosomal_S7	WA_MAG_00027	1.3e-63	1153318	471
Ribosom_S12_S23	WA_MAG_00027	2.8e-45	1153319	372
tRNA-synt_1c	WA_MAG_00027	5.4e-57	100428	918
tRNA-synt_1d	WA_MAG_00027	1.9e-26	456893	1608
Adenylsucc_synt	WA_MAG_00027	2.6e-115	1689291	897
tRNA-synt_1c	WA_MAG_00027	6.8e-85	646823	1419
RNase_HII	WA_MAG_00027	1.1e-34	1723244	696
TIM	WA_MAG_00027	1.8e-93	1381613	786
Adenylsucc_synt	WA_MAG_00027	1.4e-21	1385974	126
tRNA-synt_1c	WA_MAG_00028	2.9e-78	1615297	1494
Adenylsucc_synt	WA_MAG_00028	1.4e-169	1089744	1281
Ribosomal_S15	WA_MAG_00028	4.7e-37	220814	264
Ribosomal_S2	WA_MAG_00028	1e-98	397089	738
tRNA-synt_1d	WA_MAG_00028	1.2e-116	1631906	1428
Ribosomal_L4	WA_MAG_00028	6.7e-63	586795	633
Ribosomal_L3	WA_MAG_00028	2.7e-18	586796	648
TIM	WA_MAG_00028	2.3e-81	1305183	780
RNase_HII	WA_MAG_00028	3.5e-26	1481201	663
tRNA-synt_His	WA_MAG_00028	2.5e-14	1511043	753
Ribosomal_L1	WA_MAG_00028	1.4e-56	1338764	699
tRNA-synt_1c	WA_MAG_00028	2.9e-21	282458	678
Ribosomal_L13	WA_MAG_00028	6.1e-55	1519792	447
Ribosomal_S9	WA_MAG_00028	1.5e-46	1519793	393
AdoHcyase	WA_MAG_00028	2.5e-104	644052	1203
Ribosom_S12_S23	WA_MAG_00028	1.1e-44	127073	372
Ribosomal_S7	WA_MAG_00028	2.5e-64	127074	471
Ribosomal_S19	WA_MAG_00028	1.5e-38	1550165	279
Ribosomal_L22	WA_MAG_00028	2.8e-26	1550166	714
Ribosomal_L16	WA_MAG_00028	5.8e-49	325357	417
Ribosomal_L29	WA_MAG_00028	6e-22	325358	213
Ribosomal_S17	WA_MAG_00028	2.5e-33	325359	273
Ribosomal_L14	WA_MAG_00028	1.1e-56	325360	369
Ribosomal_S8	WA_MAG_00028	8.6e-51	325363	402
Ribosomal_L6	WA_MAG_00028	1.8e-44	325364	543
SecY	WA_MAG_00028	2.3e-108	325369	1323
Ribosomal_S13	WA_MAG_00028	2.4e-36	325372	381
Ribosomal_S11	WA_MAG_00028	2.3e-52	325373	399
AdoHcyase	WA_MAG_00028	2.9e-68	859834	441
NDK	WA_MAG_00028	9.2e-50	1217514	411
Ham1p_like	WA_MAG_00028	2.7e-58	512133	579
CTP-dep_RFKase	WA_MAG_00029	2.7e-25	528522	540
SecY	WA_MAG_00029	1.1e-72	718346	1710
Ribosomal_L5e	WA_MAG_00029	2e-27	718350	480
Ribosomal_L32e	WA_MAG_00029	2.1e-41	718352	426
Ribosomal_L6	WA_MAG_00029	1.7e-24	718353	543
Ribosomal_S8	WA_MAG_00029	2e-25	718354	387
Ribosomal_L26	WA_MAG_00029	2.2e-16	718358	606
Ribosomal_L14	WA_MAG_00029	1.2e-38	718359	399
Ribosomal_S17	WA_MAG_00029	6.2e-28	718360	342
Ribosomal_L29	WA_MAG_00029	6.4e-19	718363	213
Ribosomal_L22	WA_MAG_00029	5.1e-25	718365	453
Ribosomal_S19	WA_MAG_00029	1.1e-26	718366	468
Ribosomal_L23	WA_MAG_00029	2.3e-16	718368	255
Ribosomal_L4	WA_MAG_00029	1.4e-47	718369	789
Ribosomal_L3	WA_MAG_00029	6e-85	718370	1053
Ribosomal_L16	WA_MAG_00029	2.7e-36	901029	504
HMG-CoA_red	WA_MAG_00029	6.8e-113	901040	1275
Adenylsucc_synt	WA_MAG_00029	1.6e-168	901043	1263
tRNA-synt_1d	WA_MAG_00029	3.2e-34	901064	1680
Trm56	WA_MAG_00029	2.6e-37	901082	516
RNA_pol_N	WA_MAG_00029	9.5e-29	901088	243
Ribosomal_S9	WA_MAG_00029	9.9e-36	901089	402
Ribosomal_L13	WA_MAG_00029	3.8e-09	901090	414
Ribosomal_S15	WA_MAG_00029	1.5e-16	1616168	453
Rib_5-P_isom_A	WA_MAG_00029	3.8e-60	574575	678
PTH2	WA_MAG_00029	1.6e-43	1282107	354
PPS_PS	WA_MAG_00029	5e-69	757313	708
AdoHcyase	WA_MAG_00029	1.1e-107	764173	834
tRNA-synt_His	WA_MAG_00029	2e-46	239511	1257
TIM	WA_MAG_00029	5.4e-08	239516	675
Spt4	WA_MAG_00029	8.7e-16	969274	186
DUF359	WA_MAG_00029	2.9e-40	969275	480
Ribosomal_S24e	WA_MAG_00029	4e-20	969276	381
ATP-synt_D	WA_MAG_00029	3.4e-57	969277	618
ATP-synt_F	WA_MAG_00029	1.1e-16	969280	300
vATP-synt_AC39	WA_MAG_00029	3.7e-65	969281	1014
vATP-synt_E	WA_MAG_00029	2.6e-11	969282	543
V_ATPase_I	WA_MAG_00029	6.9e-25	969284	1956
Archease	WA_MAG_00029	1.6e-28	268450	414
RtcB	WA_MAG_00029	3.8e-158	1328510	1446
Ribosomal_S17e	WA_MAG_00029	3.5e-18	111633	192
Ribosomal_S7	WA_MAG_00029	9.8e-38	461760	636
Ribosom_S12_S23	WA_MAG_00029	1.5e-47	461761	429
eIF-6	WA_MAG_00029	4.1e-55	1346789	678
Ribosomal_L31e	WA_MAG_00029	3.4e-15	1346790	327
Ribosomal_S19e	WA_MAG_00029	2.7e-51	1346791	453
RNase_HII	WA_MAG_00029	1e-48	817720	666
DUF655	WA_MAG_00029	5.3e-37	1699161	351
CTP-dep_RFKase	WA_MAG_00029	1.7e-14	1701887	198
DUF357	WA_MAG_00029	7.9e-26	1007734	291
Ribosomal_L15e	WA_MAG_00029	1.7e-80	654976	711
Ribosomal_L37ae	WA_MAG_00029	5.7e-31	485384	228
PyrI	WA_MAG_00029	2e-30	1555829	459
RNA_pol_L_2	WA_MAG_00029	3.3e-12	1555839	309
TruD	WA_MAG_00029	6.3e-124	1555840	1296
DNA_primase_lrg	WA_MAG_00029	2.9e-22	1558188	1488
CarS-like	WA_MAG_00029	4.8e-45	1212641	591
Ribosomal_S8e	WA_MAG_00029	4.1e-34	1212643	384
Ribosomal_L1	WA_MAG_00029	2.6e-39	1212652	531
Ribosomal_S27e	WA_MAG_00029	6.3e-15	1738271	171
Ribosomal_L44	WA_MAG_00029	4.1e-28	1738272	279
RNA_pol_Rpb6	WA_MAG_00029	3.2e-13	1738279	183
Ham1p_like	WA_MAG_00029	1.9e-50	157072	555
Diphthamide_syn	WA_MAG_00029	6.6e-68	1741523	1005
NDK	WA_MAG_00029	2.2e-55	346137	453
Ribosomal_S28e	WA_MAG_00029	1.8e-27	346139	204
Prefoldin	WA_MAG_00029	1.4e-22	346145	423
tRNA-synt_1c	WA_MAG_00029	5.6e-73	346154	1596
Ham1p_like	WA_MAG_00030	2e-45	878781	609
PTH2	WA_MAG_00030	8.7e-39	1240362	342
NDK	WA_MAG_00030	7.3e-52	1418989	447
TruD	WA_MAG_00030	1.8e-52	1418997	1245
Ribosomal_S8e	WA_MAG_00030	1e-23	1419007	393
Ribosomal_L15e	WA_MAG_00030	9.1e-77	1420319	588
PyrI	WA_MAG_00030	3.5e-34	1420384	459
Ribosomal_S28e	WA_MAG_00030	2.5e-29	1420388	219
Ribosomal_S2	WA_MAG_00030	4.4e-26	1420404	615
RNA_pol_Rpb6	WA_MAG_00030	4.7e-15	1420462	249
FbpA	WA_MAG_00030	3.3e-61	1420466	2094
Adenylsucc_synt	WA_MAG_00030	4.7e-139	1420496	1347
Ribosomal_L13	WA_MAG_00030	1e-11	1070649	465
Ribosomal_S9	WA_MAG_00030	7.4e-35	1070650	441
RNA_pol_N	WA_MAG_00030	9.6e-30	1070651	207
DUF655	WA_MAG_00030	3.9e-20	1074630	561
Ribosomal_L21e	WA_MAG_00030	2.5e-24	1074632	588
Ribosomal_L16	WA_MAG_00030	4.8e-31	198407	540
Diphthamide_syn	WA_MAG_00030	3.7e-68	198410	1107
DUF357	WA_MAG_00030	1.2e-21	198415	303
HMG-CoA_red	WA_MAG_00030	1.7e-111	198417	1302
ATP-synt_D	WA_MAG_00030	1e-54	198424	618
ATP-synt_F	WA_MAG_00030	1.7e-16	198427	300
vATP-synt_AC39	WA_MAG_00030	1.4e-55	198428	1050
vATP-synt_E	WA_MAG_00030	4.5e-16	198429	564
V_ATPase_I	WA_MAG_00030	6.9e-26	198431	2121
Ribosomal_S27e	WA_MAG_00030	6e-22	1613889	174
Ribosomal_L44	WA_MAG_00030	4.3e-30	1613890	258
Ribosomal_S3Ae	WA_MAG_00030	7.8e-50	1616673	903
Ribosomal_S24e	WA_MAG_00030	7.2e-16	46249	306
Spt4	WA_MAG_00030	2.4e-14	46250	219
Ribosomal_S17e	WA_MAG_00030	6.3e-16	748375	192
Ribosomal_L31e	WA_MAG_00030	2.8e-14	748376	243
Ribosomal_S19e	WA_MAG_00030	2.1e-46	748377	471
RtcB	WA_MAG_00030	4.8e-137	51650	1473
Archease	WA_MAG_00030	1.5e-13	51656	462
TruD	WA_MAG_00030	2.2e-109	51660	1398
RNA_pol_L_2	WA_MAG_00030	3.2e-10	51661	258
Trm56	WA_MAG_00030	1.3e-36	228917	567
tRNA-synt_1d	WA_MAG_00030	1.6e-116	228934	1737
CarS-like	WA_MAG_00030	3.5e-28	228940	645
Ribosomal_S15	WA_MAG_00030	1.9e-14	228955	459
tRNA-synt_1c	WA_MAG_00030	2.8e-68	228957	1701
RNase_HII	WA_MAG_00030	3e-39	228958	759
DUF359	WA_MAG_00030	1.4e-35	1115720	1020
Prefoldin	WA_MAG_00030	1.2e-19	425809	510
Ribosomal_L3	WA_MAG_00030	1.1e-73	1310824	930
Ribosomal_L4	WA_MAG_00030	2.8e-38	1310825	879
Ribosomal_L23	WA_MAG_00030	6.2e-15	1310826	291
Ribosomal_S19	WA_MAG_00030	9.6e-29	1310828	492
Ribosomal_L22	WA_MAG_00030	4.9e-22	1310829	525
Ribosomal_L29	WA_MAG_00030	6.2e-20	1310831	204
Ribosomal_S17	WA_MAG_00030	2e-25	1310834	345
Ribosomal_L14	WA_MAG_00030	2.5e-37	1310835	399
Ribosomal_L26	WA_MAG_00030	2.5e-18	1310836	438
Ribosomal_S8	WA_MAG_00030	9.6e-29	1310840	390
Ribosomal_L6	WA_MAG_00030	9.9e-22	1310841	555
Ribosomal_L32e	WA_MAG_00030	2.4e-35	1310842	678
Ribosomal_L5e	WA_MAG_00030	1.2e-26	1310844	516
SecY	WA_MAG_00030	7.9e-73	1310848	1926
Ribosomal_L1	WA_MAG_00030	3.2e-36	1314146	690
DNA_primase_lrg	WA_MAG_00030	2.3e-14	797221	1116
PPS_PS	WA_MAG_00030	6.9e-56	797226	795
Ribosomal_S11	WA_MAG_00030	2e-33	797260	381
Ribosomal_S13	WA_MAG_00030	4.7e-37	797262	468
Rib_5-P_isom_A	WA_MAG_00030	2.1e-64	453025	699
tRNA-synt_His	WA_MAG_00030	1.9e-50	1715173	1257
CTP-dep_RFKase	WA_MAG_00030	1.4e-27	1036508	435
eIF-6	WA_MAG_00031	1.8e-51	1407996	663
Ribosomal_S13	WA_MAG_00031	2.5e-37	531226	468
Ribosomal_S11	WA_MAG_00031	3.2e-33	531228	384
Ribosomal_L3	WA_MAG_00031	1.9e-62	884102	684
Ribosomal_L4	WA_MAG_00031	3.7e-40	884103	879
Ribosomal_L23	WA_MAG_00031	5.9e-15	884104	291
Ribosomal_S19	WA_MAG_00031	1.5e-28	884106	375
Ribosomal_L22	WA_MAG_00031	6.5e-24	884107	528
Ribosomal_S17	WA_MAG_00031	3.2e-22	884111	342
Ribosomal_L14	WA_MAG_00031	3e-37	884112	399
Ribosomal_L26	WA_MAG_00031	9.6e-18	884113	438
Ribosomal_S8	WA_MAG_00031	1.8e-27	884117	390
Ribosomal_L6	WA_MAG_00031	5.3e-20	884118	558
Ribosomal_L32e	WA_MAG_00031	1.2e-34	884119	681
Ribosomal_L5e	WA_MAG_00031	1.2e-24	884121	513
SecY	WA_MAG_00031	7.9e-73	884125	1920
Prefoldin	WA_MAG_00031	6.6e-17	887716	513
Ribosomal_L15e	WA_MAG_00031	3.5e-76	186456	588
Ribosomal_S8e	WA_MAG_00031	4.4e-24	1594652	378
Ribosomal_L16	WA_MAG_00031	1.1e-30	540143	540
Diphthamide_syn	WA_MAG_00031	5.6e-18	540146	324
tRNA-synt_1d	WA_MAG_00031	2.9e-116	20377	1611
PPS_PS	WA_MAG_00031	1.3e-56	1436755	804
Ribosomal_L1	WA_MAG_00031	2.1e-36	379903	648
PTH2	WA_MAG_00031	4.4e-37	379920	342
DNA_primase_lrg	WA_MAG_00031	6.5e-15	576047	1113
tRNA-synt_His	WA_MAG_00031	2.7e-52	1639194	1257
FbpA	WA_MAG_00031	2.4e-60	1289205	2085
RNA_pol_Rpb6	WA_MAG_00031	7e-15	1289209	276
Ribosomal_L21e	WA_MAG_00031	2.4e-31	760680	687
DUF655	WA_MAG_00031	8.5e-17	760682	564
Ribosomal_S15	WA_MAG_00031	4.3e-13	938370	459
tRNA-synt_1c	WA_MAG_00031	2.7e-64	938372	1701
RNase_HII	WA_MAG_00031	4.2e-32	938373	753
DUF357	WA_MAG_00031	1.4e-20	765590	306
HMG-CoA_red	WA_MAG_00031	9.5e-112	765592	1380
ATP-synt_D	WA_MAG_00031	1e-54	765599	618
ATP-synt_F	WA_MAG_00031	6e-16	765602	300
vATP-synt_AC39	WA_MAG_00031	1.9e-54	765603	1050
vATP-synt_E	WA_MAG_00031	9.3e-15	765604	564
V_ATPase_I	WA_MAG_00031	5.1e-28	765606	2121
Trm56	WA_MAG_00031	1.6e-36	943475	576
TruD	WA_MAG_00031	9.9e-54	785458	1263
NDK	WA_MAG_00031	7.9e-52	785466	438
CarS-like	WA_MAG_00031	8e-29	1492684	678
RNA_pol_L_2	WA_MAG_00031	2.6e-11	1496529	258
TruD	WA_MAG_00031	4.6e-111	1496530	1401
Archease	WA_MAG_00031	8.3e-16	1496535	444
DUF359	WA_MAG_00031	8.1e-29	445079	1149
Ham1p_like	WA_MAG_00031	1.3e-48	445102	609
CTP-dep_RFKase	WA_MAG_00031	4.4e-30	1681300	450
Ribosomal_L3	WA_MAG_00031	1.1e-30	457121	531
Ribosomal_S7	WA_MAG_00031	2.6e-32	114798	615
Ribosom_S12_S23	WA_MAG_00031	8.5e-45	114799	411
Ribosomal_L37ae	WA_MAG_00031	7.8e-27	114807	369
Rib_5-P_isom_A	WA_MAG_00031	9.4e-61	474859	702
Ribosomal_S17e	WA_MAG_00031	2e-15	1004694	192
Ribosomal_L31e	WA_MAG_00031	4e-15	1004695	264
Ribosomal_S19e	WA_MAG_00031	3.5e-46	1004696	471
RtcB	WA_MAG_00031	3e-132	301158	1473
Ribosomal_L13	WA_MAG_00031	4.2e-12	1539508	486
Ribosomal_S9	WA_MAG_00031	1.8e-35	1539509	441
RNA_pol_N	WA_MAG_00031	3.7e-18	1539510	171
Diphthamide_syn	WA_MAG_00031	2.8e-57	482209	924
DUF357	WA_MAG_00031	1.1e-21	482214	306
Ribosomal_S2	WA_MAG_00031	2.9e-26	483901	615
Ribosomal_S28e	WA_MAG_00031	1.5e-29	483917	219
PyrI	WA_MAG_00031	2.5e-34	483924	468
Spt4	WA_MAG_00031	1e-13	485077	225
Ribosomal_S24e	WA_MAG_00031	1.9e-17	485078	315
Ribosomal_S3Ae	WA_MAG_00031	8.5e-50	311186	900
Ribosomal_L44	WA_MAG_00031	5.3e-30	1564499	282
Ribosomal_S27e	WA_MAG_00031	1.2e-20	1564500	174
Adenylsucc_synt	WA_MAG_00031	1.9e-139	1564520	1347
TIM	WA_MAG_00032	1.7e-08	9002	186
Rib_5-P_isom_A	WA_MAG_00032	9e-50	363728	561
Ribosomal_S9	WA_MAG_00032	4.3e-13	1606268	90
Ribosomal_L23	WA_MAG_00032	4.6e-35	551998	297
Ribosomal_L4	WA_MAG_00032	4.8e-61	551999	618
Ribosomal_L3	WA_MAG_00032	1.2e-16	552000	723
Ribosomal_S11	WA_MAG_00032	1.3e-48	1609372	393
Ribosomal_S13	WA_MAG_00032	8.1e-36	1609373	369
SecY	WA_MAG_00032	4.6e-115	1609375	1365
tRNA-synt_1c	WA_MAG_00032	6.1e-34	385819	501
RNA_pol_Rpb6	WA_MAG_00032	1e-14	580488	354
tRNA-synt_1c	WA_MAG_00032	9.2e-16	63550	546
Ribosomal_S8	WA_MAG_00032	4e-24	1657751	246
Ribosomal_L14	WA_MAG_00032	3e-58	1657755	369
Ribosomal_S17	WA_MAG_00032	2.1e-31	1657756	231
Ribosomal_L29	WA_MAG_00032	3e-27	1657757	201
tRNA-synt_1c	WA_MAG_00032	1.1e-43	792175	972
Ribosomal_L5e	WA_MAG_00032	7.8e-09	1676442	360
Ribosomal_L6	WA_MAG_00032	6.7e-40	1676443	534
Ribosomal_S8	WA_MAG_00032	1.7e-49	1676444	384
Ham1p_like	WA_MAG_00032	3.1e-59	1507062	609
tRNA-synt_1d	WA_MAG_00032	3.1e-17	626590	1290
Adenylsucc_synt	WA_MAG_00032	6.6e-175	1335394	1296
AdoHcyase	WA_MAG_00032	1.4e-142	808144	1389
Ribosomal_S2	WA_MAG_00032	1.2e-92	281663	756
Ribosomal_L1	WA_MAG_00032	2.2e-57	638438	696
tRNA-synt_1c	WA_MAG_00032	1.6e-77	1707989	1326
tRNA-synt_His	WA_MAG_00032	2.2e-26	662543	1104
tRNA-synt_His	WA_MAG_00032	3.1e-34	662544	1023
tRNA-synt_His	WA_MAG_00032	1.7e-31	1723534	924
Ribosomal_S19	WA_MAG_00032	4.2e-35	144476	282
Ribosomal_L22	WA_MAG_00032	5.5e-33	144477	381
Ribosomal_L16	WA_MAG_00032	4.5e-52	144479	534
Ribosom_S12_S23	WA_MAG_00032	1.3e-43	1204990	573
Ribosomal_S7	WA_MAG_00032	1.7e-65	1204991	471
RNase_HII	WA_MAG_00032	3.3e-43	1030357	621
TIM	WA_MAG_00032	1.4e-61	689941	666
Ribosomal_S15	WA_MAG_00032	3.2e-40	1578441	270
NDK	WA_MAG_00032	1.6e-53	170750	423
Ham1p_like	WA_MAG_00033	7e-58	1589486	615
TIM	WA_MAG_00033	3.5e-98	1073305	756
RNA_pol_Rpb6	WA_MAG_00033	1.9e-08	1073309	273
tRNA-synt_1c	WA_MAG_00033	7.2e-103	546171	1689
Ribosomal_L3	WA_MAG_00033	4.4e-15	203498	687
Ribosomal_S15	WA_MAG_00033	4.3e-36	563761	270
tRNA-synt_1c	WA_MAG_00033	4.3e-12	951957	360
Ribosomal_L13	WA_MAG_00033	1.1e-54	953290	456
Ribosomal_S9	WA_MAG_00033	1.2e-45	953291	414
tRNA-synt_1d	WA_MAG_00033	7.2e-97	251562	1980
Ribosomal_S7	WA_MAG_00033	5.5e-20	972731	177
Ribosomal_S13	WA_MAG_00033	1.8e-32	1692274	384
Ribosomal_S11	WA_MAG_00033	2.7e-49	1692275	384
Ribosomal_L1	WA_MAG_00033	5.6e-54	638103	678
tRNA-synt_1c	WA_MAG_00033	1.2e-47	820705	942
Ribosomal_L4	WA_MAG_00033	1.6e-57	652990	606
Ribosomal_L23	WA_MAG_00033	3.2e-33	652991	324
Ribosomal_S19	WA_MAG_00033	7.1e-35	652993	270
Ribosomal_L22	WA_MAG_00033	6.6e-28	652994	360
Ribosomal_L16	WA_MAG_00033	1.2e-43	652996	417
Ribosomal_L29	WA_MAG_00033	9.6e-20	652997	201
Ribosomal_S17	WA_MAG_00033	7.5e-29	652998	330
Ribosomal_L14	WA_MAG_00033	5.6e-57	652999	369
Ribosomal_S8	WA_MAG_00033	8e-49	653002	399
Ribosomal_L6	WA_MAG_00033	9.7e-31	653003	546
SecY	WA_MAG_00033	3.8e-115	653007	1395
Adenylsucc_synt	WA_MAG_00033	6.3e-66	1374366	597
Adenylsucc_synt	WA_MAG_00033	6e-97	1374367	714
tRNA-synt_1c	WA_MAG_00033	4.2e-79	1215043	777
tRNA-synt_1c	WA_MAG_00033	2.7e-10	1215044	825
TruD	WA_MAG_00034	1.6e-67	177202	1029
tRNA-synt_1c	WA_MAG_00034	1.8e-48	1253972	867
Ribosomal_S15	WA_MAG_00034	1.1e-38	1253986	270
RNase_HII	WA_MAG_00034	2.5e-43	1264553	603
tRNA-synt_1c	WA_MAG_00034	1.9e-108	210642	1479
Ham1p_like	WA_MAG_00034	6.1e-60	386648	603
tRNA-synt_1c	WA_MAG_00034	3.1e-116	1449114	1677
tRNA-synt_1d	WA_MAG_00034	1.2e-27	1281753	1758
Rib_5-P_isom_A	WA_MAG_00034	1.2e-60	425664	675
Ribosomal_S11	WA_MAG_00034	4.5e-53	1311447	390
Ribosomal_S13	WA_MAG_00034	4.8e-35	1311448	357
SecY	WA_MAG_00034	9.5e-118	1311449	1326
Ribosomal_L6	WA_MAG_00034	7.1e-42	1311454	534
Ribosomal_S8	WA_MAG_00034	4.2e-49	1311455	393
Ribosomal_L14	WA_MAG_00034	1e-57	1311459	369
